0.0, 0.0, 0.0, 8.0, 4.0, 5.0, 1.0
0.0, 0.0, 0.0, 2.0, 3.0, 4.0, 1.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
0.0, 0.0, 0.0, 7.0, 3.0, 6.0, 1.0
0.0, 0.0, 0.0, 4.0, 2.0, 5.0, 1.0
0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.995
0.0, 0.0, 1.0, 8.0, 4.0, 6.0, 0.93
0.0, 0.0, 0.0, 5.0, 4.0, 5.0, 0.98
0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.94
0.0, 0.0, 1.0, 34.0, 21.0, 36.0, 0.983

0.0, 0.0, 0.0, 8.0, 3.0, 5.0, 1.0
0.0, 0.0, 0.0, 3.0, 2.0, 4.0, 1.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.995
0.0, 1.0, 0.0, 4.0, 3.0, 5.0, 0.995
0.0, 0.0, 0.0, 4.0, 2.0, 5.0, 1.0
0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.99
0.0, 2.0, 0.0, 7.0, 2.0, 6.0, 0.89
0.0, 1.0, 0.0, 5.0, 1.0, 5.0, 1.0
0.0, 1.0, 0.0, 0.0, 1.0, 3.0, 0.96
0.0, 5.0, 0.0, 31.0, 16.0, 33.0, 0.981

0.0, 2.0, 0.0, 6.0, 3.0, 5.0, 1.0
0.0, 2.0, 0.0, 4.0, 3.0, 1.0, 1.0
0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0
1.0, 3.0, 0.0, 5.0, 3.0, 6.0, 0.97
0.0, 4.0, 0.0, 2.0, 3.0, 4.0, 1.0
0.0, 1.0, 0.0, 0.0, 1.0, 2.0, 1.0
1.0, 3.0, 1.0, 5.0, 3.0, 6.0, 0.855
0.0, 3.0, 0.0, 5.0, 3.0, 5.0, 0.89
0.0, 2.0, 0.0, 0.0, 3.0, 3.0, 0.93
2.0, 20.0, 1.0, 27.0, 22.0, 33.0, 0.961

0.0, 4.0, 0.0, 3.0, 3.0, 5.0, 1.0
0.0, 0.0, 0.0, 5.0, 4.0, 6.0, 1.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
1.0, 4.0, 0.0, 5.0, 4.0, 6.0, 1.0
0.0, 3.0, 0.0, 4.0, 1.0, 5.0, 1.0
0.0, 1.0, 0.0, 0.0, 0.0, 4.0, 0.94
1.0, 6.0, 1.0, 5.0, 3.0, 6.0, 0.93
0.0, 4.0, 1.0, 4.0, 4.0, 3.0, 0.855
0.0, 3.0, 0.0, 0.0, 1.0, 4.0, 1.0
2.0, 25.0, 2.0, 26.0, 20.0, 39.0, 0.969

0.0, 5.0, 0.0, 4.0, 3.0, 4.0, 0.995
0.0, 5.0, 0.0, 3.0, 2.0, 3.0, 1.0
0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.995
1.0, 5.0, 0.0, 4.0, 3.0, 5.0, 0.975
1.0, 5.0, 0.0, 2.0, 2.0, 4.0, 1.0
1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0
1.0, 9.0, 2.0, 3.0, 4.0, 6.0, 0.955
0.0, 7.0, 0.0, 3.0, 3.0, 5.0, 0.875
1.0, 6.0, 0.0, 0.0, 1.0, 2.0, 0.985
5.0, 46.0, 2.0, 19.0, 18.0, 29.0, 0.976

