3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05

3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05

3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05

3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05

3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
3.9927306898114465e-05, 1.0, 3.9927306898114465e-05
