18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
162.0, 180.0, 11.0

18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
162.0, 180.0, 11.0

18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
162.0, 180.0, 11.0

18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
162.0, 180.0, 11.0

18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
18.0, 20.0, 11.0
162.0, 180.0, 11.0

